"date","county","county.1","date.1","total.contacts","completed.21d.total","incomplete.dead","under.followup","new.on.day","healthy.on.day","ill.on.day","unvisited.on.day","unseen.on.day","completed.21d.followup","tracers.on.day","population","alive.non.case","alive.suspect","alive.probable","alive.confirm","cum.non.case","cum.suspect","cum.probable","cum.confirm","cum.dead.suspect","cum.dead.probable","cum.dead.confirmed","CFR"
2014-11-30,"Bo","Bo",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654142,2,0,0,0,512,105,1,256,8,43,77,30.1
2014-11-30,"Bombali","Bombali",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494139,26,4,0,12,712,112,6,819,22,19,198,24.2
2014-11-30,"Bonthe","Bonthe",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168729,7,0,0,0,40,6,0,3,1,1,2,66.7
2014-11-30,"Kailahun","Kailahun",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465048,4,0,0,0,329,18,32,562,4,35,228,40.6
2014-11-30,"Kambia","Kambia",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341690,5,1,0,2,73,20,0,75,6,9,23,30.7
2014-11-30,"Kenema","Kenema",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653013,7,0,0,0,1086,112,0,494,5,0,261,52.8
2014-11-30,"Koinadugu","Koinadugu",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335471,3,0,0,0,82,24,32,84,0,32,26,31
2014-11-30,"Kono","Kono",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325003,0,0,0,0,131,90,1,88,2,19,31,35.2
2014-11-30,"Moyamba","Moyamba",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278119,4,4,0,0,234,59,1,158,9,20,40,25.3
2014-11-30,"National","National",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6348350,127,42,0,75,6904,1241,79,5906,158,208,1522,25.8
2014-11-30,"Port Loko","Port Loko",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557978,0,0,0,0,705,201,1,860,74,1,164,19.1
2014-11-30,"Pujehun","Pujehun",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335574,0,0,0,0,23,15,0,31,3,2,16,51.6
2014-11-30,"Tonkolili","Tonkolili",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434937,8,3,0,10,264,74,4,373,4,21,84,22.5
2014-11-30,"Western area rural","Western area rural",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263619,12,8,0,12,896,135,0,832,12,2,162,19.5
2014-11-30,"Western area urban","Western area urban",2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040888,49,22,0,39,1817,270,1,1271,8,4,210,16.5
2014-12-01,"Bo","Bo",2014-12-01,1656,1000,NA,634,0,634,0,NA,0,0,100,654142,11,1,0,3,523,106,1,259,8,43,78,30.1
2014-12-01,"Bombali","Bombali",2014-12-01,6270,4711,NA,1462,122,1462,0,NA,0,80,98,494139,9,1,0,10,721,113,6,829,22,19,200,24.1
2014-12-01,"Bonthe","Bonthe",2014-12-01,165,125,NA,39,0,39,0,NA,0,0,100,168729,0,0,0,0,40,6,0,3,1,1,2,66.7
2014-12-01,"Kailahun","Kailahun",2014-12-01,3278,2579,NA,699,0,699,0,NA,0,0,100,465048,1,0,0,0,330,18,32,562,4,35,228,40.6
2014-12-01,"Kambia","Kambia",2014-12-01,791,672,NA,119,3,118,1,NA,0,2,100,341690,1,0,0,1,74,20,0,76,6,9,24,31.6
2014-12-01,"Kenema","Kenema",2014-12-01,3318,3038,NA,45,0,45,0,NA,0,0,99,653013,11,0,0,0,1097,112,0,494,5,0,261,52.8
2014-12-01,"Koinadugu","Koinadugu",2014-12-01,255,8,NA,247,147,247,0,NA,0,0,99,335471,0,0,0,0,82,24,32,84,0,32,26,31
2014-12-01,"Kono","Kono",2014-12-01,1124,532,NA,592,57,560,32,NA,0,44,98,325003,0,0,0,0,131,90,1,88,2,19,31,35.2
2014-12-01,"Moyamba","Moyamba",2014-12-01,1621,1523,NA,108,0,108,0,NA,0,42,100,278119,17,0,0,2,251,59,1,160,9,20,41,25.6
2014-12-01,"National","National",2014-12-01,48586,29027,NA,15693,600,15304,37,NA,70,184,98,6348350,142,14,0,72,7046,1255,79,5978,158,208,1549,25.9
2014-12-01,"Port Loko","Port Loko",2014-12-01,7986,1578,NA,6408,0,6348,0,NA,50,0,98,557978,60,9,0,26,765,210,1,886,74,1,174,19.6
2014-12-01,"Pujehun","Pujehun",2014-12-01,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,1,0,0,0,24,15,0,31,3,2,16,51.6
2014-12-01,"Tonkolili","Tonkolili",2014-12-01,3098,2155,NA,943,0,940,0,NA,2,0,100,434937,0,0,0,0,264,74,4,373,4,21,84,22.5
2014-12-01,"Western area rural","Western area rural",2014-12-01,6602,4330,NA,1455,114,1338,3,NA,0,16,98,263619,11,0,0,6,907,135,0,838,12,2,166,19.8
2014-12-01,"Western area urban","Western area urban",2014-12-01,11200,5673,NA,2823,157,2647,1,NA,18,0,98,1040888,20,3,0,24,1837,273,1,1295,8,4,218,16.8
2014-12-02,"Bo","Bo",2014-12-02,1656,1000,NA,634,0,634,0,NA,0,0,100,654142,28,1,0,0,551,107,1,259,8,43,78,30.1
2014-12-02,"Bombali","Bombali",2014-12-02,6303,4749,NA,1554,33,1554,0,NA,0,38,98,494139,9,0,0,8,730,113,6,837,22,19,200,23.9
2014-12-02,"Bonthe","Bonthe",2014-12-02,165,125,NA,39,0,39,0,NA,0,0,100,168729,0,0,0,0,40,6,0,3,1,1,2,66.7
2014-12-02,"Kailahun","Kailahun",2014-12-02,3284,2584,NA,700,6,700,0,NA,0,5,100,465048,1,0,0,0,331,18,32,562,4,35,228,40.6
2014-12-02,"Kambia","Kambia",2014-12-02,796,672,NA,124,5,123,1,NA,0,0,100,341690,1,1,0,0,75,21,0,76,6,9,24,31.6
2014-12-02,"Kenema","Kenema",2014-12-02,3318,3038,NA,45,0,45,0,NA,0,0,99,653013,9,0,0,0,1106,112,0,494,5,0,261,52.8
2014-12-02,"Koinadugu","Koinadugu",2014-12-02,255,8,NA,247,247,0,0,NA,0,99,NA,335471,5,0,0,2,87,24,32,86,0,32,26,30.2
2014-12-02,"Kono","Kono",2014-12-02,1126,577,NA,549,2,515,34,NA,0,45,98,325003,5,21,0,11,136,111,1,99,2,19,35,35.4
2014-12-02,"Moyamba","Moyamba",2014-12-02,1639,1526,NA,113,18,113,0,NA,0,3,100,278119,0,0,0,0,251,59,1,160,9,20,41,25.6
2014-12-02,"National","National",2014-12-02,48989,29610,NA,15619,319,15136,40,NA,206,341,98,6348350,127,47,0,61,7173,1302,79,6039,158,208,1575,26.1
2014-12-02,"Port Loko","Port Loko",2014-12-02,8085,1796,NA,6289,24,6229,3,NA,57,0,98,557978,34,17,0,21,799,227,1,907,74,1,184,20.3
2014-12-02,"Pujehun","Pujehun",2014-12-02,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,0,0,0,0,24,15,0,31,3,2,16,51.6
2014-12-02,"Tonkolili","Tonkolili",2014-12-02,3107,2204,NA,903,0,903,0,NA,0,25,100,434937,2,2,0,4,266,76,4,377,4,21,84,22.3
2014-12-02,"Western area rural","Western area rural",2014-12-02,6643,4375,NA,1236,41,1191,0,NA,0,45,98,263619,12,2,0,5,919,137,0,843,12,2,171,20.3
2014-12-02,"Western area urban","Western area urban",2014-12-02,11390,5853,NA,3067,190,2724,2,NA,149,180,98,1040888,21,3,0,10,1858,276,1,1305,8,4,225,17.2
2014-12-03,"Bo","Bo",2014-12-03,1803,1044,NA,688,96,681,7,NA,0,44,100,654142,12,1,0,1,563,108,1,260,8,43,79,30.4
2014-12-03,"Bombali","Bombali",2014-12-03,6303,4791,NA,1512,0,1512,0,NA,0,42,98,494139,11,0,0,2,741,113,6,839,22,19,202,24.1
2014-12-03,"Bonthe","Bonthe",2014-12-03,165,125,NA,39,0,39,0,NA,0,0,100,168729,0,0,0,0,40,6,0,3,1,1,2,66.7
2014-12-03,"Kailahun","Kailahun",2014-12-03,3284,2602,NA,682,0,682,0,NA,0,18,100,465048,1,0,0,0,332,18,32,562,4,35,228,40.6
2014-12-03,"Kambia","Kambia",2014-12-03,808,672,NA,136,12,136,0,NA,0,0,100,341690,5,1,0,0,80,22,0,76,6,9,24,31.6
2014-12-03,"Kenema","Kenema",2014-12-03,3318,3038,NA,45,0,45,0,NA,0,0,99,653013,9,3,0,0,1115,115,0,494,5,0,261,52.8
2014-12-03,"Koinadugu","Koinadugu",2014-12-03,255,8,NA,247,147,247,0,NA,0,0,99,335471,0,0,0,0,87,24,32,86,0,32,26,30.2
2014-12-03,"Kono","Kono",2014-12-03,1139,589,NA,550,13,528,22,NA,0,12,98,325003,0,0,0,0,136,111,1,99,2,19,36,36.4
2014-12-03,"Moyamba","Moyamba",2014-12-03,1661,1549,NA,112,22,111,1,NA,0,23,100,278119,8,2,0,5,259,61,1,165,9,20,41,24.8
2014-12-03,"National","National",2014-12-03,50256,29715,NA,18519,1363,17351,42,NA,99,330,98,6348350,222,38,0,93,7395,1340,79,6132,158,208,1601,26.1
2014-12-03,"Port Loko","Port Loko",2014-12-03,8129,1616,NA,6513,44,6429,9,NA,75,20,98,557978,33,9,0,9,832,236,1,916,74,1,188,20.5
2014-12-03,"Pujehun","Pujehun",2014-12-03,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,1,0,0,0,25,15,0,31,3,2,16,51.6
2014-12-03,"Tonkolili","Tonkolili",2014-12-03,3107,2204,NA,903,0,903,0,NA,0,25,100,434937,21,3,0,1,287,79,4,378,4,21,84,22.2
2014-12-03,"Western area rural","Western area rural",2014-12-03,7003,4493,NA,2208,360,1847,1,NA,0,118,98,263619,42,5,0,22,961,142,0,865,12,2,174,20.1
2014-12-03,"Western area urban","Western area urban",2014-12-03,12059,5881,NA,4765,669,4072,2,NA,24,28,98,1040888,79,14,0,53,1937,290,1,1358,8,4,240,17.7
2014-12-05,"Bo","Bo",2014-12-05,1803,1101,NA,630,0,630,0,NA,0,0,100,654142,3,0,0,1,580,108,1,267,8,43,81,30.3
2014-12-05,"Bombali","Bombali",2014-12-05,6688,4855,NA,1833,211,1833,0,NA,0,55,100,494139,1,0,0,0,773,114,6,866,22,19,209,24.1
2014-12-05,"Bonthe","Bonthe",2014-12-05,273,165,NA,108,180,180,0,NA,0,40,100,168729,0,0,0,0,50,9,0,4,1,1,3,75
2014-12-05,"Kailahun","Kailahun",2014-12-05,3373,2887,NA,486,14,486,0,NA,0,7,100,465048,1,0,0,0,335,18,32,562,4,35,228,40.6
2014-12-05,"Kambia","Kambia",2014-12-05,809,698,NA,111,0,110,1,NA,0,0,100,341690,5,0,0,1,87,24,0,82,6,9,26,31.7
2014-12-05,"Kenema","Kenema",2014-12-05,3318,3041,NA,42,0,42,0,NA,0,3,100,653013,11,0,0,0,1128,116,0,494,5,0,261,52.8
2014-12-05,"Koinadugu","Koinadugu",2014-12-05,255,8,NA,247,0,247,0,NA,0,0,100,335471,0,0,0,0,94,24,32,86,0,32,27,31.4
2014-12-05,"Kono","Kono",2014-12-05,1141,589,NA,546,0,528,18,NA,0,0,97,325003,0,0,0,0,136,111,1,99,2,19,39,39.4
2014-12-05,"Moyamba","Moyamba",2014-12-05,1678,1559,NA,119,17,119,0,NA,0,10,100,278119,8,0,0,1,267,61,1,166,9,20,42,25.3
2014-12-05,"National","National",2014-12-05,51294,30915,NA,18580,501,18269,36,NA,347,642,98,6348350,116,4,0,37,7647,1359,79,6238,158,208,1648,26.4
2014-12-05,"Port Loko","Port Loko",2014-12-05,8151,1772,NA,6379,0,6306,7,NA,66,156,99,557978,29,1,0,20,875,239,1,944,74,1,201,21.3
2014-12-05,"Pujehun","Pujehun",2014-12-05,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,0,0,0,0,25,15,0,31,3,2,16,51.6
2014-12-05,"Tonkolili","Tonkolili",2014-12-05,3107,2204,NA,903,0,903,0,NA,0,0,100,434937,4,0,0,1,300,79,4,381,4,21,86,22.6
2014-12-05,"Western area rural","Western area rural",2014-12-05,7097,4868,NA,1962,79,1870,3,NA,89,292,95,263619,20,2,0,5,994,148,0,877,12,2,179,20.4
2014-12-05,"Western area urban","Western area urban",2014-12-05,12379,6065,NA,5095,0,4896,7,NA,192,79,96,1040888,34,1,0,8,2003,293,1,1379,8,4,250,18.1
2014-12-06,"Bo","Bo",2014-12-06,1803,1101,NA,630,0,630,0,NA,0,0,100,654142,15,1,0,1,595,109,1,268,8,43,82,30.6
2014-12-06,"Bombali","Bombali",2014-12-06,6688,4855,NA,1833,0,1833,0,NA,0,0,100,494139,38,2,0,11,811,116,6,877,22,19,214,24.4
2014-12-06,"Bonthe","Bonthe",2014-12-06,273,165,NA,108,0,180,0,NA,0,40,100,168729,10,0,0,0,60,9,0,4,1,1,3,75
2014-12-06,"Kailahun","Kailahun",2014-12-06,3373,2887,NA,486,0,486,0,NA,0,0,100,465048,1,0,0,0,336,18,32,562,4,35,228,40.6
2014-12-06,"Kambia","Kambia",2014-12-06,815,698,NA,117,6,117,0,NA,0,0,100,341690,2,0,0,4,89,24,0,86,6,9,26,30.2
2014-12-06,"Kenema","Kenema",2014-12-06,3318,3041,NA,42,0,42,0,NA,0,3,100,653013,23,0,0,0,1151,116,0,494,5,0,261,52.8
2014-12-06,"Koinadugu","Koinadugu",2014-12-06,255,8,NA,247,0,247,0,NA,0,0,100,335471,8,1,0,0,102,25,32,86,0,32,27,31.4
2014-12-06,"Kono","Kono",2014-12-06,1141,661,NA,480,0,463,14,NA,0,66,99,325003,0,0,0,7,136,111,1,106,2,19,39,36.8
2014-12-06,"Moyamba","Moyamba",2014-12-06,1703,1559,NA,144,25,144,0,NA,0,10,100,278119,14,0,0,0,281,61,1,166,9,20,43,25.9
2014-12-06,"National","National",2014-12-06,51870,31704,NA,18159,666,17698,20,NA,87,836,98,6348350,216,24,0,54,7863,1383,79,6292,158,208,1669,26.5
2014-12-06,"Port Loko","Port Loko",2014-12-06,8151,2032,NA,6379,90,6438,2,NA,61,260,100,557978,19,5,0,10,894,244,1,954,74,1,205,21.5
2014-12-06,"Pujehun","Pujehun",2014-12-06,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,0,0,0,0,25,15,0,31,3,2,16,51.6
2014-12-06,"Tonkolili","Tonkolili",2014-12-06,3107,2204,NA,903,0,903,0,NA,0,0,100,434937,13,1,0,1,313,80,4,382,4,21,86,22.5
2014-12-06,"Western area rural","Western area rural",2014-12-06,7209,5192,NA,1419,112,1305,2,NA,0,324,92,263619,18,8,0,5,1012,156,0,882,12,2,184,20.9
2014-12-06,"Western area urban","Western area urban",2014-12-06,12812,6198,NA,5252,433,4791,2,NA,26,133,91,1040888,55,6,0,15,2058,299,1,1394,8,4,255,18.3
2014-12-07,"Bo","Bo",2014-12-07,1803,1101,NA,630,0,630,0,NA,0,0,100,654142,8,2,0,1,603,111,1,269,8,43,83,30.9
2014-12-07,"Bombali","Bombali",2014-12-07,6688,4855,NA,1833,0,1833,0,NA,0,0,100,494139,8,2,0,3,819,118,6,880,22,19,223,25.3
2014-12-07,"Bonthe","Bonthe",2014-12-07,273,165,NA,108,0,180,0,NA,0,0,100,168729,0,0,0,0,60,9,0,4,1,1,3,75
2014-12-07,"Kailahun","Kailahun",2014-12-07,3373,2887,NA,486,0,486,0,NA,0,0,100,465048,1,0,0,0,337,18,32,562,4,35,228,40.6
2014-12-07,"Kambia","Kambia",2014-12-07,815,698,NA,117,6,117,0,NA,0,0,100,341690,0,0,0,0,89,24,0,86,6,9,26,30.2
2014-12-07,"Kenema","Kenema",2014-12-07,3318,3041,NA,42,0,42,0,NA,0,0,99,653013,6,0,0,0,1157,116,0,494,5,0,261,52.8
2014-12-07,"Koinadugu","Koinadugu",2014-12-07,255,78,NA,28,0,28,0,NA,0,50,100,335471,0,0,0,0,102,25,32,86,0,32,27,31.4
2014-12-07,"Kono","Kono",2014-12-07,1141,661,NA,480,0,475,0,NA,5,0,99,325003,0,0,0,0,136,111,1,106,2,19,41,38.7
2014-12-07,"Moyamba","Moyamba",2014-12-07,1703,1559,NA,144,0,140,1,NA,3,0,98,278119,11,3,0,4,292,64,1,170,9,20,44,25.9
2014-12-07,"National","National",2014-12-07,52266,31976,NA,18120,402,17721,7,NA,68,261,98,6348350,78,19,0,25,7941,1402,79,6317,158,208,1708,27
2014-12-07,"Port Loko","Port Loko",2014-12-07,8151,2032,NA,6379,0,6358,0,NA,21,0,100,557978,13,6,0,2,907,250,1,956,74,1,208,21.8
2014-12-07,"Pujehun","Pujehun",2014-12-07,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,0,0,0,0,25,15,0,31,3,2,16,51.6
2014-12-07,"Tonkolili","Tonkolili",2014-12-07,3107,2204,NA,903,0,903,0,NA,0,0,100,434937,5,1,0,3,318,81,4,385,4,21,88,22.9
2014-12-07,"Western area rural","Western area rural",2014-12-07,7349,5223,NA,1763,140,1618,4,NA,1,40,92,263619,9,0,0,3,1021,156,0,885,12,2,193,21.8
2014-12-07,"Western area urban","Western area urban",2014-12-07,13068,6369,NA,5088,256,4792,2,NA,38,171,94,1040888,17,5,0,9,2075,304,1,1403,8,4,267,19
2014-12-08,"Bo","Bo",2014-12-08,1803,1115,NA,591,0,588,3,NA,0,22,100,654142,1,0,0,4,604,111,1,273,8,43,85,31.1
2014-12-08,"Bombali","Bombali",2014-12-08,6477,4800,NA,1677,0,1672,5,NA,0,0,100,494139,5,0,0,6,824,118,6,886,22,19,225,25.4
2014-12-08,"Bonthe","Bonthe",2014-12-08,307,165,NA,142,2,142,0,NA,0,0,100,168729,0,0,0,0,60,9,0,4,1,1,4,100
2014-12-08,"Kailahun","Kailahun",2014-12-08,3433,2887,NA,546,17,546,0,NA,0,0,100,465048,3,0,0,0,340,18,32,562,4,35,228,40.6
2014-12-08,"Kambia","Kambia",2014-12-08,831,698,NA,133,16,123,10,NA,0,0,100,341690,5,0,0,0,94,24,0,86,6,9,26,30.2
2014-12-08,"Kenema","Kenema",2014-12-08,3318,3041,NA,42,0,42,0,NA,0,0,100,653013,0,1,0,0,1157,117,0,494,5,0,261,52.8
2014-12-08,"Koinadugu","Koinadugu",2014-12-08,255,227,NA,28,0,28,0,NA,0,0,100,335471,0,0,0,0,102,25,32,86,0,32,27,31.4
2014-12-08,"Kono","Kono",2014-12-08,1301,743,NA,546,0,544,2,NA,0,0,100,325003,7,0,0,6,143,111,1,112,2,19,41,36.6
2014-12-08,"Moyamba","Moyamba",2014-12-08,1703,1613,NA,90,0,89,1,NA,0,27,100,278119,0,0,0,0,292,64,1,170,9,20,45,26.5
2014-12-08,"National","National",2014-12-08,52658,32395,NA,17539,211,17258,35,NA,116,194,99,6348350,147,41,0,58,8088,1443,79,6375,158,208,1734,27.2
2014-12-08,"Port Loko","Port Loko",2014-12-08,8209,2103,NA,6106,20,6012,6,NA,88,56,98,557978,13,4,0,6,920,254,1,962,74,1,213,22.1
2014-12-08,"Pujehun","Pujehun",2014-12-08,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,0,0,0,0,25,15,0,31,3,2,16,51.6
2014-12-08,"Tonkolili","Tonkolili",2014-12-08,3252,2210,NA,1042,26,1042,0,NA,0,0,100,434937,2,2,0,1,320,83,4,386,4,21,88,22.8
2014-12-08,"Western area rural","Western area rural",2014-12-08,7447,5321,NA,1722,98,1617,7,NA,0,89,94,263619,32,13,0,10,1053,169,0,895,12,2,197,22
2014-12-08,"Western area urban","Western area urban",2014-12-08,13100,6369,NA,4755,32,4694,1,NA,28,0,99,1040888,79,21,0,25,2154,325,1,1428,8,4,278,19.5
2014-12-09,"Bo","Bo",2014-12-09,1803,1235,NA,568,0,566,2,NA,0,120,100,654142,23,1,0,3,627,112,1,276,8,43,85,30.8
2014-12-09,"Bombali","Bombali",2014-12-09,6733,4904,NA,1829,20,1828,1,NA,0,43,100,494139,7,0,0,4,831,118,6,890,22,19,227,25.5
2014-12-09,"Bonthe","Bonthe",2014-12-09,307,165,NA,142,0,142,0,NA,0,0,100,168729,13,0,0,0,73,9,0,4,1,1,4,100
2014-12-09,"Kailahun","Kailahun",2014-12-09,3498,2887,NA,611,65,611,0,NA,0,0,100,465048,1,0,0,1,341,18,32,563,4,35,228,40.5
2014-12-09,"Kambia","Kambia",2014-12-09,845,698,NA,147,14,143,4,NA,0,0,100,341690,17,0,0,0,111,24,0,86,6,9,26,30.2
2014-12-09,"Kenema","Kenema",2014-12-09,3329,3041,NA,53,11,53,0,NA,0,0,100,653013,5,1,0,0,1162,118,0,494,5,0,261,52.8
2014-12-09,"Koinadugu","Koinadugu",2014-12-09,255,227,NA,28,0,28,0,NA,0,0,100,335471,4,0,0,1,106,25,32,87,0,32,28,32.2
2014-12-09,"Kono","Kono",2014-12-09,1313,783,NA,530,12,528,2,NA,0,40,100,325003,18,0,0,7,161,111,1,119,2,19,48,40.3
2014-12-09,"Moyamba","Moyamba",2014-12-09,1703,1613,NA,90,0,89,1,NA,0,0,100,278119,13,1,0,0,305,65,1,170,9,20,45,26.5
2014-12-09,"National","National",2014-12-09,53321,33071,NA,18192,427,17525,28,NA,123,615,98,6348350,181,13,0,45,8269,1456,79,6420,158,208,1786,27.8
2014-12-09,"Port Loko","Port Loko",2014-12-09,8225,2165,NA,6060,16,5964,10,NA,86,62,98,557978,20,1,0,5,940,255,1,967,74,1,223,23.1
2014-12-09,"Pujehun","Pujehun",2014-12-09,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,0,0,0,0,25,15,0,31,3,2,16,51.6
2014-12-09,"Tonkolili","Tonkolili",2014-12-09,3252,2210,NA,1042,0,1042,0,NA,0,0,100,434937,3,1,0,0,323,84,4,386,4,21,90,23.3
2014-12-09,"Western area rural","Western area rural",2014-12-09,7496,5381,NA,1711,49,1427,2,NA,6,60,98,263619,13,3,0,10,1066,172,0,905,12,2,214,23.6
2014-12-09,"Western area urban","Western area urban",2014-12-09,13340,6659,NA,5262,240,4985,6,NA,31,290,98,1040888,44,5,0,14,2198,330,1,1442,8,4,291,20.2
2014-12-10,"Bo","Bo",2014-12-10,1891,1235,NA,656,88,654,2,NA,0,0,100,654142,16,2,0,7,643,114,1,283,8,43,85,30
2014-12-10,"Bombali","Bombali",2014-12-10,6755,4966,NA,1789,22,1785,4,NA,0,62,100,494139,1,0,0,0,832,118,6,890,22,19,227,25.5
2014-12-10,"Bonthe","Bonthe",2014-12-10,307,165,NA,142,0,142,0,NA,0,0,100,168729,0,0,0,0,73,9,0,4,1,1,4,100
2014-12-10,"Kailahun","Kailahun",2014-12-10,3498,3034,NA,464,0,464,0,NA,0,147,100,465048,3,0,0,0,344,18,32,563,4,35,228,40.5
2014-12-10,"Kambia","Kambia",2014-12-10,845,698,NA,147,0,143,4,NA,0,0,100,341690,0,0,0,0,111,24,0,86,6,9,26,30.2
2014-12-10,"Kenema","Kenema",2014-12-10,3329,3083,NA,11,0,11,0,NA,0,42,100,653013,15,2,0,0,1177,120,0,494,5,0,261,52.8
2014-12-10,"Koinadugu","Koinadugu",2014-12-10,255,227,NA,28,0,28,0,NA,0,0,100,335471,1,0,0,0,107,25,32,87,0,32,29,33.3
2014-12-10,"Kono","Kono",2014-12-10,1313,783,NA,530,0,528,2,NA,0,0,100,325003,1,0,0,4,162,111,1,123,2,19,51,41.5
2014-12-10,"Moyamba","Moyamba",2014-12-10,1715,1613,NA,101,12,101,0,NA,0,0,100,278119,5,0,0,1,310,65,1,171,9,20,45,26.3
2014-12-10,"National","National",2014-12-10,53741,33486,NA,17864,379,17765,23,NA,45,415,98,6348350,148,22,0,37,8417,1478,79,6457,158,208,1823,28.2
2014-12-10,"Port Loko","Port Loko",2014-12-10,8317,2165,NA,6152,82,6132,9,NA,11,0,98,557978,22,1,0,6,962,256,1,973,74,1,236,24.3
2014-12-10,"Pujehun","Pujehun",2014-12-10,1222,1103,NA,119,0,119,0,NA,0,0,100,335574,4,0,0,0,29,15,0,31,3,2,16,51.6
2014-12-10,"Tonkolili","Tonkolili",2014-12-10,3283,2220,NA,1063,0,1060,0,NA,3,10,100,434937,14,0,0,1,337,84,4,387,4,21,91,23.5
2014-12-10,"Western area rural","Western area rural",2014-12-10,7526,5391,NA,1398,30,1368,0,NA,0,10,98,263619,18,6,0,7,1084,178,0,912,12,2,221,24.2
2014-12-10,"Western area urban","Western area urban",2014-12-10,13485,6803,NA,5264,145,5230,2,NA,31,144,98,1040888,48,11,0,11,2246,341,1,1453,8,4,303,20.9
2014-12-11,"Bo","Bo",2014-12-11,1891,1235,NA,656,0,654,2,NA,0,0,100,654142,14,1,0,5,657,115,1,288,8,43,86,29.9
2014-12-11,"Bombali","Bombali",2014-12-11,6755,4966,NA,1789,0,1785,4,NA,0,0,100,494139,25,0,0,2,857,118,6,892,22,19,230,25.8
2014-12-11,"Bonthe","Bonthe",2014-12-11,307,165,NA,142,0,142,0,NA,0,0,100,168729,0,0,0,0,73,9,0,4,1,1,4,100
2014-12-11,"Kailahun","Kailahun",2014-12-11,3543,3034,NA,509,45,509,0,NA,0,0,100,465048,2,0,0,0,346,18,32,563,4,35,228,40.5
2014-12-11,"Kambia","Kambia",2014-12-11,845,698,NA,147,0,143,4,NA,0,0,100,341690,6,1,0,2,117,25,0,88,6,9,27,30.7
2014-12-11,"Kenema","Kenema",2014-12-11,3329,3083,NA,11,0,11,0,NA,0,0,100,653013,7,1,0,0,1184,121,0,494,5,0,261,52.8
2014-12-11,"Koinadugu","Koinadugu",2014-12-11,255,227,NA,28,0,28,0,NA,0,0,100,335471,1,0,0,2,108,25,32,89,0,32,29,32.6
2014-12-11,"Kono","Kono",2014-12-11,1313,946,NA,367,0,365,2,NA,0,163,100,325003,0,0,0,0,162,111,1,123,2,19,51,41.5
2014-12-11,"Moyamba","Moyamba",2014-12-11,1727,1613,NA,114,12,114,0,NA,0,0,100,278119,9,1,0,0,319,66,1,171,9,20,45,26.3
2014-12-11,"National","National",2014-12-11,54247,34466,NA,17645,506,17502,34,NA,99,980,98,6348350,135,15,0,40,8552,1493,79,6497,158,208,1865,28.7
2014-12-11,"Port Loko","Port Loko",2014-12-11,8356,2168,NA,6188,39,6132,10,NA,46,3,98,557978,12,2,0,8,974,258,1,981,74,1,253,25.8
2014-12-11,"Pujehun","Pujehun",2014-12-11,1222,1222,NA,0,0,0,0,NA,0,119,100,335574,1,1,0,0,30,16,0,31,3,2,16,51.6
2014-12-11,"Tonkolili","Tonkolili",2014-12-11,3283,2220,NA,1063,0,1060,0,NA,3,0,100,434937,3,0,0,3,340,84,4,390,4,21,92,23.6
2014-12-11,"Western area rural","Western area rural",2014-12-11,7726,5599,NA,1575,200,1575,0,NA,0,208,98,263619,9,1,0,8,1093,179,0,920,12,2,226,24.6
2014-12-11,"Western area urban","Western area urban",2014-12-11,13695,7290,NA,5056,210,4984,12,NA,50,487,98,1040888,46,7,0,10,2292,348,1,1463,8,4,317,21.7
2014-12-12,"Bo","Bo",2014-12-12,2042,1235,NA,807,151,803,4,NA,0,0,100,654142,19,3,0,3,676,118,1,291,8,43,87,29.9
2014-12-12,"Bombali","Bombali",2014-12-12,6852,5079,NA,1773,1,1772,1,NA,0,87,100,494139,25,2,0,14,882,120,6,906,22,19,234,25.8
2014-12-12,"Bonthe","Bonthe",2014-12-12,307,165,NA,142,0,142,0,NA,0,0,100,168729,0,0,0,0,73,9,0,4,1,1,4,100
